         55632 function calls (53686 primitive calls) in 7.142 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 threading.py:1128(_DummyThread)
        1    0.000    0.000    0.000    0.000 datastructures.py:2126(IfRange)
        1    0.000    0.000    0.000    0.000 lexer.py:268(TokenStreamIterator)
        1    0.000    0.000    0.000    0.000 datastructures.py:2156(Range)
        1    0.000    0.000    0.000    0.000 routing.py:265(RuleFactory)
        1    0.000    0.000    0.000    0.000 nodes.py:883(Break)
        1    0.000    0.000    0.000    0.000 wrappers.py:1793(Response)
        1    0.000    0.000    0.000    0.000 environment.py:1088(TemplateExpression)
        1    0.000    0.000    0.000    0.000 utils.py:505(Joiner)
        1    0.000    0.000    0.000    0.000 account.py:2(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:227(NotFound)
        1    0.000    0.000    0.000    0.000 nodes.py:350(Expr)
        1    0.000    0.000    0.000    0.000 runtime.py:73(TemplateReference)
        1    0.000    0.000    0.000    0.000 urllib2.py:1072(HTTPDigestAuthHandler)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        1    0.000    0.000    0.000    0.000 routing.py:908(NumberConverter)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:153(BadTimeSignature)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 pickle.py:58(PickleError)
        1    0.000    0.000    0.000    0.000 codeop.py:124(Compile)
        1    0.000    0.000    0.000    0.000 latin_1.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 httplib.py:1229(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 __init__.py:390(__init__)
        1    0.000    0.000    0.000    0.000 datastructures.py:1246(EnvironHeaders)
        1    0.000    0.000    0.000    0.000 bccache.py:266(MemcachedBytecodeCache)
        1    0.000    0.000    0.000    0.000 runtime.py:377(Macro)
        1    0.000    0.000    0.000    0.000 urllib2.py:1102(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 nodes.py:816(ImportedName)
        1    0.000    0.000    0.000    0.000 utils.py:35(cached_property)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(any)
        1    0.000    0.000    0.000    0.000 nodes.py:466(Tuple)
        1    0.000    0.000    0.000    0.000 nodes.py:299(CallBlock)
        1    0.000    0.000    0.000    0.000 nodes.py:345(Assign)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 nodes.py:839(MarkSafe)
        1    0.000    0.000    0.000    0.000 exceptions.py:163(BadRequest)
        1    0.000    0.000    0.000    0.000 ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 nodes.py:504(Pair)
        1    0.000    0.000    0.000    0.000 decoder.py:273(JSONDecoder)
        1    0.000    0.000    0.000    0.000 exceptions.py:294(Conflict)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_short)
        1    0.000    0.000    0.000    0.000 wrappers.py:1323(AuthorizationMixin)
        3    0.000    0.000    0.000    0.000 _abcoll.py:98(__subclasshook__)
        1    0.000    0.000    0.000    0.000 routing.py:308(Submount)
        1    0.000    0.000    0.000    0.000 exceptions.py:133(UndefinedError)
        1    0.000    0.000    0.000    0.000 loaders.py:195(PackageLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:366(ChoiceLoader)
        1    0.000    0.000    0.000    0.000 ascii.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 __init__.py:260(c_bool)
        1    0.000    0.000    0.000    0.000 ctx.py:24(_AppCtxGlobals)
        1    0.000    0.000    0.000    0.000 SocketServer.py:506(ForkingMixIn)
        1    0.000    0.000    0.000    0.000 nodes.py:892(EvalContextModifier)
        1    0.000    0.000    0.000    0.000 __init__.py:1370(RootLogger)
        1    0.000    0.000    0.000    0.000 BaseHTTPServer.py:102(HTTPServer)
        1    0.000    0.000    0.000    0.000 pickle.py:62(PicklingError)
        1    0.000    0.000    0.000    0.000 helpers.py:52(<genexpr>)
        1    0.000    0.000    0.000    0.000 exceptions.py:322(LengthRequired)
        1    0.000    0.000    0.000    0.000 utils.py:103(header_property)
        1    0.000    0.000    0.000    0.000 __init__.py:388(PyDLL)
        3    0.000    0.000    0.000    0.000 {time.time}
        1    0.000    0.000    0.000    0.000 nodes.py:781(Not)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_uint)
        3    0.000    0.000    0.000    0.000 dyld.py:96(dyld_executable_path_search)
        1    0.000    0.000    0.000    0.000 routing.py:220(RequestRedirect)
        1    0.000    0.000    0.000    0.000 __init__.py:255(c_void_p)
        1    0.000    0.000    0.000    0.000 inspect.py:632(BlockFinder)
        1    0.000    0.000    0.000    0.000 json.py:52(JSONEncoder)
        1    0.000    0.000    0.000    0.000 compiler.py:101(Identifiers)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_int)
        1    0.000    0.000    0.000    0.000 visitor.py:14(NodeVisitor)
        1    0.000    0.000    0.000    0.000 nodes.py:651(Getattr)
        2    0.000    0.000    0.000    0.000 formparser.py:95(exhaust_stream)
        1    0.000    0.000    0.000    0.000 _endian.py:26(_swapped_meta)
        1    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 exceptions.py:554(Aborter)
        1    0.000    0.000    0.000    0.000 wsgi.py:708(FileWrapper)
        1    0.000    0.000    0.000    0.000 urllib2.py:902(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 serving.py:453(ThreadedWSGIServer)
        1    0.000    0.000    0.000    0.000 repr.py:66(_Helper)
        1    0.000    0.000    0.000    0.000 {cStringIO.StringIO}
        1    0.000    0.000    0.000    0.000 compiler.py:230(DependencyFinderVisitor)
        1    0.000    0.000    0.000    0.000 exceptions.py:526(ServiceUnavailable)
        1    0.000    0.000    0.000    0.000 __init__.py:1672(NullHandler)
        1    0.000    0.000    0.000    0.000 loaders.py:138(FileSystemLoader)
        1    0.000    0.000    0.000    0.000 nodes.py:270(Extends)
        1    0.000    0.000    0.000    0.000 code.py:174(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 nodes.py:493(Dict)
        1    0.000    0.000    0.000    0.000 urllib.py:1003(addinfourl)
        1    0.000    0.000    0.000    0.000 encoder.py:186(encode)
        1    0.000    0.000    0.000    0.000 SocketServer.py:623(ThreadingUnixDatagramServer)
        1    0.000    0.000    0.000    0.000 nodes.py:887(Scope)
        1    0.000    0.000    0.000    0.000 __init__.py:230(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:810(StreamHandler)
        1    0.000    0.000    0.000    0.000 wrappers.py:1336(StreamOnlyMixin)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:221(NoneAlgorithm)
        1    0.000    0.000    0.000    0.000 __init__.py:176(c_long)
        2    0.000    0.000    0.000    0.000 config.py:35(__set__)
        1    0.000    0.000    0.000    0.000 routing.py:277(Subdomain)
        1    0.000    0.000    0.000    0.000 __init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:207(SigningAlgorithm)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:121(BadPayload)
        1    0.000    0.000    0.000    0.000 httplib.py:1232(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 nodes.py:59(NodeType)
        1    0.000    0.000    0.000    0.000 SocketServer.py:625(BaseRequestHandler)
        1    0.000    0.000    0.000    0.000 nodes.py:484(List)
        1    0.000    0.000    0.000    0.000 exceptions.py:309(Gone)
        1    0.000    0.000    0.000    0.000 nodes.py:763(And)
        1    0.000    0.000    0.000    0.000 serving.py:361(_SSLConnectionFix)
        1    0.000    0.000    0.000    0.000 exceptions.py:426(UnprocessableEntity)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        2    0.000    0.000    0.000    0.000 threading.py:967(name)
        1    0.000    0.000    0.000    0.000 httplib.py:1268(LineTooLong)
        1    0.000    0.000    0.000    0.000 urllib2.py:533(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1308(FileHandler)
        1    0.000    0.000    0.000    0.000 _compat.py:122(_C)
        1    0.000    0.000    0.000    0.000 routing.py:835(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:501(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 random.py:822(_stub)
        1    0.000    0.000    0.000    0.000 {sys.exc_info}
        1    0.000    0.000    0.000    0.000 runtime.py:553(StrictUndefined)
        1    0.000    0.000    0.000    0.000 serving.py:380(select_ip_version)
        1    0.000    0.000    0.000    0.000 nodes.py:848(MarkSafeIfAutoescape)
        1    0.000    0.000    0.000    0.000 exceptions.py:214(Forbidden)
        1    0.000    0.000    0.000    0.000 exceptions.py:266(NotAcceptable)
        1    0.000    0.000    0.000    0.000 utils.py:559(ImportStringError)
        1    0.000    0.000    0.000    0.000 nodes.py:321(Import)
        1    0.000    0.000    0.000    0.000 __init__.py:291(c_wchar_p)
        1    0.000    0.000    0.000    0.000 nodes.py:275(For)
        1    0.000    0.000    0.000    0.000 wrappers.py:1786(PlainRequest)
        1    0.000    0.000    0.000    0.000 io.py:72(RawIOBase)
        1    0.000    0.000    0.000    0.000 exceptions.py:335(PreconditionFailed)
        1    0.000    0.000    0.000    0.000 urllib2.py:493(BaseHandler)
        1    0.000    0.000    0.000    0.000 routing.py:259(ValidationError)
        1    0.000    0.000    0.000    0.000 dyld.py:53(dyld_framework_path)
        1    0.000    0.000    0.000    0.000 loaders.py:407(_TemplateModule)
        1    0.000    0.000    0.000    0.000 nodes.py:316(Include)
        1    0.000    0.000    0.000    0.000 hex_codec.py:62(StreamWriter)
        1    0.000    0.000    0.000    0.000 {gc.isenabled}
        1    0.000    0.000    0.000    0.000 visitor.py:47(NodeTransformer)
        1    0.000    0.000    0.000    0.000 nodes.py:263(Output)
        1    0.000    0.000    0.000    0.000 nodes.py:736(FloorDiv)
        1    0.000    0.000    0.000    0.000 nodes.py:697(Compare)
        1    0.000    0.000    0.000    0.000 exceptions.py:348(RequestEntityTooLarge)
        1    0.000    0.000    0.000    0.000 nodes.py:731(Div)
        1    0.000    0.000    0.000    0.000 exceptions.py:360(RequestURITooLarge)
        1    0.000    0.000    0.000    0.000 debughelpers.py:14(UnexpectedUnicodeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:119(TemplateAssertionError)
        1    0.000    0.000    0.000    0.000 SocketServer.py:714(DatagramRequestHandler)
        1    0.000    0.000    0.000    0.000 nodes.py:306(FilterBlock)
        1    0.000    0.000    0.000    0.000 calendar.py:488(TimeEncoding)
        1    0.000    0.000    0.000    0.000 codeop.py:139(CommandCompiler)
        1    0.000    0.000    0.000    0.000 io.py:75(BufferedIOBase)
        4    0.000    0.000    0.000    0.000 routing.py:577(get_rules)
        1    0.000    0.000    0.000    0.000 nodes.py:879(Continue)
        1    0.000    0.000    0.000    0.000 __init__.py:226(c_ubyte)
        1    0.000    0.000    0.000    0.000 datastructures.py:1486(ImmutableOrderedMultiDict)
        1    0.000    0.000    0.000    0.000 exceptions.py:176(ClientDisconnected)
        2    0.000    0.000    0.000    0.000 sre_parse.py:205(tell)
        1    0.000    0.000    0.000    0.000 exceptions.py:96(newcls)
        1    0.000    0.000    0.000    0.000 io.py:78(TextIOBase)
        3    0.000    0.000    0.000    0.000 compiler.py:1437(uaop)
        1    0.000    0.000    0.000    0.000 calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 datastructures.py:297(ImmutableTypeConversionDict)
        1    0.000    0.000    0.000    0.000 httplib.py:1221(InvalidURL)
        1    0.000    0.000    0.000    0.000 hex_codec.py:57(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 SocketServer.py:608(ForkingTCPServer)
        1    0.000    0.000    0.000    0.000 urllib.py:978(addclosehook)
       17    0.000    0.000    0.000    0.000 {locals}
        1    0.000    0.000    0.000    0.000 urllib2.py:1244(UnknownHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:817(HTTPPasswordMgrWithDefaultRealm)
        3    0.000    0.000    0.000    0.000 {sys.getdefaultencoding}
        1    0.000    0.000    0.000    0.000 ascii.py:24(IncrementalDecoder)
        4    0.000    0.000    0.000    0.000 filters.py:35(evalcontextfilter)
       11    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        8    0.000    0.000    0.000    0.000 {globals}
        1    0.000    0.000    0.000    0.000 inspect.py:630(EndOfBlock)
        4    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 httplib.py:1258(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ushort)
        1    0.000    0.000    0.000    0.000 nodes.py:540(Filter)
        1    0.000    0.000    0.000    0.000 pickle.py:1261(_EmptyClass)
        1    0.000    0.000    0.000    0.000 urllib2.py:1219(HTTPSHandler)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:233(c_byte)
        1    0.000    0.000    0.000    0.000 routing.py:845(UnicodeConverter)
        1    0.000    0.000    0.000    0.000 runtime.py:526(DebugUndefined)
        1    0.000    0.000    0.000    0.000 debughelpers.py:20(DebugFilesKeyError)
        1    0.000    0.000    0.000    0.000 latin_1.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 routing.py:247(BuildError)
        1    0.000    0.000    0.000    0.000 {gc.disable}
        8    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 templating.py:36(Environment)
        1    0.000    0.000    0.000    0.000 nodes.py:410(Name)
        1    0.000    0.000    0.000    0.000 datastructures.py:612(_omd_bucket)
        1    0.000    0.000    0.000    0.000 nodes.py:291(Macro)
        1    0.000    0.000    0.000    0.000 urllib.py:993(addinfo)
        1    0.000    0.000    0.000    0.000 nodes.py:748(Sub)
        1    0.000    0.000    0.000    0.000 nodes.py:686(Concat)
        1    0.000    0.000    0.000    0.000 exceptions.py:385(RequestedRangeNotSatisfiable)
        1    0.000    0.000    0.000    0.000 nodes.py:825(InternalName)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 datastructures.py:1710(LanguageAccept)
        1    0.000    0.000    0.000    0.000 nodes.py:903(ScopedEvalContextModifier)
        1    0.000    0.000    0.000    0.000 helpers.py:749(_set_static_folder)
        1    0.000    0.000    0.000    0.000 routing.py:879(AnyConverter)
        1    0.000    0.000    0.000    0.000 bank.py:5(add_account)
        1    0.000    0.000    0.000    0.000 lexer.py:212(Failure)
        1    0.000    0.000    0.000    0.000 nodes.py:753(Mod)
        1    0.000    0.000    0.000    0.000 __init__.py:114(module)
        1    0.000    0.000    0.000    0.000 dyld.py:59(dyld_fallback_framework_path)
        1    0.000    0.000    0.000    0.000 nodes.py:591(Call)
        1    0.000    0.000    0.000    0.000 nodes.py:866(ContextReference)
        1    0.000    0.000    0.000    0.000 nodes.py:786(Neg)
        1    0.000    0.000    0.000    0.000 SocketServer.py:607(ForkingUDPServer)
        1    0.000    0.000    0.000    0.000 compiler.py:43(unoptimize_before_dead_code)
        1    0.000    0.000    0.000    0.000 nodes.py:251(Helper)
        1    0.000    0.000    0.000    0.000 routing.py:240(RequestAliasRedirect)
        1    0.000    0.000    0.000    0.000 exceptions.py:412(ImATeapot)
        1    0.000    0.000    0.000    0.000 compiler.py:249(UndeclaredNameVisitor)
        1    0.000    0.000    0.000    0.000 compiler.py:357(CompilerExit)
        1    0.000    0.000    0.000    0.000 nodes.py:340(ExprStmt)
        1    0.000    0.000    0.000    0.000 nodes.py:743(Add)
        1    0.000    0.000    0.000    0.000 {math.sqrt}
        1    0.000    0.000    0.000    0.000 __init__.py:946(PlaceHolder)
        1    0.000    0.000    0.000    0.000 exceptions.py:199(Unauthorized)
        1    0.000    0.000    0.000    0.000 routing.py:212(RoutingException)
        1    0.000    0.000    0.000    0.000 nodes.py:671(Slice)
        1    0.000    0.000    0.000    0.000 exceptions.py:512(BadGateway)
        1    0.000    0.000    0.000    0.000 __init__.py:201(c_double)
        1    0.000    0.000    0.000    0.000 nodes.py:256(Template)
        1    0.000    0.000    0.000    0.000 __init__.py:238(c_char)
        1    0.000    0.000    0.000    0.000 account.py:1(Account)
        1    0.000    0.000    0.000    0.000 _endian.py:49(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 __init__.py:25(_ConsoleFrame)
        1    0.000    0.000    0.000    0.000 __init__.py:205(c_longdouble)
        1    0.000    0.000    0.000    0.000 SocketServer.py:611(ThreadingTCPServer)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:821(URLSafeSerializer)
        1    0.000    0.000    0.000    0.000 __init__.py:180(c_ulong)
        1    0.000    0.000    0.000    0.000 urllib2.py:1211(HTTPHandler)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 httplib.py:1261(BadStatusLine)
        1    0.000    0.000    0.000    0.000 nodes.py:726(Mul)
        1    0.000    0.000    0.000    0.000 urllib2.py:529(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 nodes.py:633(Getitem)
        2    0.000    0.000    0.000    0.000 warnings.py:14(warnpy3k)
        1    0.000    0.000    0.000    0.000 routing.py:937(IntegerConverter)
        1    0.000    0.000    0.000    0.000 urllib2.py:512(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 app.py:987(route)
        1    0.000    0.000    0.000    0.000 nodes.py:425(Literal)
        1    0.000    0.000    0.000    0.000 _compat.py:124(_func)
        1    0.000    0.000    0.000    0.000 threading.py:1097(_set_daemon)
        1    0.000    0.000    0.000    0.000 exceptions.py:64(TemplatesNotFound)
        1    0.000    0.000    0.000    0.000 nodes.py:716(Operand)
        1    0.000    0.000    0.000    0.000 exceptions.py:399(ExpectationFailed)
        1    0.000    0.000    0.000    0.000 tokenize.py:178(Untokenizer)
        1    0.000    0.000    0.000    0.000 config.py:20(ConfigAttribute)
        2    0.000    0.000    0.000    0.000 __init__.py:429(__init__)
        1    0.000    0.000    0.000    0.000 ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 urllib2.py:1226(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 itsdangerous.py:137(BadSignature)
        1    0.000    0.000    0.000    0.000 serving.py:458(ForkingWSGIServer)
        1    0.000    0.000    0.000    0.000 threading.py:514(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 json.py:86(JSONDecoder)
        1    0.000    0.000    0.000    0.000 compiler.py:226(VisitorExit)
        1    0.000    0.000    0.000    0.000 httplib.py:1255(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 hex_codec.py:65(StreamReader)
        1    0.000    0.000    0.000    0.000 pickle.py:82(_Stop)
        1    0.000    0.000    0.000    0.000 pickle.py:69(UnpicklingError)
        1    0.000    0.000    0.000    0.000 nodes.py:513(Keyword)
        1    0.000    0.000    0.000    0.000 latin_1.py:34(StreamConverter)


